video_id,title,published_date,channel,views,likes,comments,season,episode
eHTXQW58WhA,"INDIA’S GOT LATENT S2 EP1 ft. Alia Bhatt, Sharvari, Ashish Solanki ",2026-06-20T13:28:06Z,Samay Raina,53268053,2563805,100426,2,1
